Unnamed: 0,TwitterHandle,Name,Date,TweetContent,ImageUrls,VideoUrls
2254,@jwtkismet,No Name,16-Apr,"And in Boston...https://twitter.com/i/moments/985872568380002304…
#BostonStrong #BostonMarathon https://twitter.com/OttawaDan08/status/985932056122273800…",[],No Video
2255,@agonyracing,Agony Racing,16-Apr,"Competitors.
Class acts.
Legends.

Congrats @des_linden on an inspiring victory @bostonmarathon @ShalaneFlanagan @CityOfBoston #BostonStrong #Boston2018 #BostonMarathon",https://pbs.twimg.com/media/Da6-5AiV4AAEUJ6.jpg,No Video
2256,@stjohnsjewelers,s Jewelers,16-Apr,Congratulations Tatyana McFadden! Tatyana went to high school in Howard County and we are so happy for her success.  We know Tatyana's mom and we love hearing updates about how well Tatyana is doing! #Boston #BostonStrong #marathon #winner... https://facebook.com/stjohnsjewelers/posts/1655272467922196…,[],No Video
2257,@GatorColin,Colin Hendrickson,16-Apr,"Des won and I had time to listen to a Johnny Cash song before the next 3 finishers crossed the line.
#BostonStrong",[],No Video
2258,@RJGACE,Rob Godfrey,16-Apr,Amazing accomplishment for Desi Linden.  First female winner of the #BostonMarathon since 1985. #bostonstrong,https://pbs.twimg.com/media/Da6-rT-WAAAK0z6.jpg,No Video
2259,@hitch_chris,Chris Hitch,16-Apr,Think of all the #bostonstrong runners at this years #bostonmarathon and so proud of my wife @TanyaHitch for forever being a #bostonmarathonfinisher,[],No Video
2260,@JoshTessler_,Josh Tessler,16-Apr,Des Linden with some solid sportsmanship. She stopped for a competitors bathroom break. #BostonStrong #BostonMarathon,https://pbs.twimg.com/tweet_video_thumb/Da6-a9_X4AEqeZm.jpg,https://pbs.twimg.com/tweet_video_thumb/Da6-a9_X4AEqeZm.jpg
2261,@TasteSalud,No Name,No Date,No Tweet Contents,https://pbs.twimg.com/media/F0yG5-RWAAEOswQ.jpg,No Video
2262,@cfs9346,F Simmons,16-Apr,Desiree Linden becomes first American woman to win Boston Marathon since 1985 https://yahoo.com #BostonStrong,[],No Video
2263,@careyjimzz,Jim Carey,16-Apr,Desi Linden wins the #bostonmarathon2018 on a day when my dog *still* won't go out to do her business!  #BostonStrong,[],No Video
2264,@cfs9346,F Simmons,16-Apr,"For First Time in More Than 30 Years, American Woman Wins Boston Marathon http://wmal.com/2018/04/16 #BostonStrong",[],No Video
2265,@PKprime12,No Name,16-Apr,Oh my  good luck to all the marathoners today #bostonstrong https://twitter.com/twittermoments/status/985883631683035136…,[],No Video
2267,@CloudlandShop,No Name,No Date,No Tweet Contents,https://pbs.twimg.com/amplify_video_thumb/1729451774157938688/img/VKEzkc0mYtKdPAZv.jpg,https://pbs.twimg.com/amplify_video_thumb/1729451774157938688/img/VKEzkc0mYtKdPAZv.jpg
2268,@level5pntgllc,Level Five Painting,16-Apr,Stay Strong Boston  Happy Marathon Day #LevelFivePainting #BostonStrong #Boston #Massachusetts #FinishLine #BoylstonStreet #BostonMarathon2018 #Bostonian #BostonPics,https://pbs.twimg.com/media/Da69jB_U8AA0ULy.jpg,No Video
2269,@TDotKrissy,No Name,16-Apr,Thinking of everyone who suffered that day! #BostonStrong,[],No Video
2270,@LilGuppy92,Kelly Gupton,16-Apr,I may actually burst into tears when @totesviola crosses the finish line of the #BostonMarathon. #BostonStrong,[],No Video
2271,@RPWAPB,Robert Walker,16-Apr,We honor those impacted by the Boston Marathon Bombing & survivors @apbspeakers @Jeffmbauman @Heather_Abbott1 & @roseann_boston whose stories of perseverance continue to inspire! http://bit.ly/2ffEhWs http://bit.ly/2xuQwBw http://bit.ly/2EJo0Qn #BostonStrong #PatriotsDay,[],No Video
2272,@Thorlos,No Name,16-Apr,Did you get your Experia Pro Lite tee at the #BostonMarathon expo this weekend? Make sure to tag us in your pictures after the race! #Boston2018 #BostonStrong,https://pbs.twimg.com/media/Da69M11WAAIfyeE.jpg,No Video
2273,@DoubledayLaw,No Name,16-Apr,"Runners, Good Luck Today.  #Bostonstrong",https://pbs.twimg.com/media/Da69LheX4AEKQqc.jpg,No Video
2274,@WahLumBoston,Wah Lum Boston,16-Apr,"GREAT JOB to all Boston Marathon runners braving the wind & rain out there!  We had the same conditions during Chinese New Year in Chinatown back in February, so we feel ya! #BostonStrong https://facebook.com/WahLumBoston/videos/1669804686418873/…",[],No Video
2275,@sullybunZ,Scott Sullivan,16-Apr,"GRIT
Check out Boston's Paul Gugliuzza struggling with cramps on Boylston St, but not quitting, and moments later crossing the finish line at #BostonMarathon Congrats!
#WBZ #Boston2018 #BostonStrong",[],https://pbs.twimg.com/ext_tw_video_thumb/985932819946848256/pu/img/ijuy08m88WD3qlU7.jpg
2276,@fargogirlie,Chris Brandt,16-Apr,Here’s a list of winners and results from the 2018 Boston Marathon - The Boston Globe https://bostonglobe.com/metro/2018/04/16/here-list-winners-and-results-from-boston-marathon/99rUHcqumrOeRau6chuphO/story.html?s_campaign=bostonglobe:social:googleamp:share….  #bostonstrong #marathon #USA,[],No Video
2277,@ErbyAtkins,Esther Atkins,16-Apr,And Erica Shell also fought strong to finish 150th in 3:06:23!! #mckirdytrained #bostonstrong,[],No Video
2278,@SnackPrompt,Snack Prompt,No Date,No Tweet Contents,https://pbs.twimg.com/media/F7D441BWEAAj3cg.jpg,No Video
2279,@Boston_Diehards,Boston Diehards,16-Apr,"5 years later, @gfstarr1 shares her Boston Marathon story #BostonStrong https://wtpsports.com/2018/04/16/5-years-later/…",https://pbs.twimg.com/media/Da68geIUQAAy5DW.jpg,No Video
2280,@thenauticalprep,Chadsey Gray,16-Apr,I love this city so much #BostonMarathon #BostonStrong,https://pbs.twimg.com/ext_tw_video_thumb/985932547182874624/pu/img/LRgaztNZJYHcJrQi.jpg,https://pbs.twimg.com/ext_tw_video_thumb/985932547182874624/pu/img/LRgaztNZJYHcJrQi.jpg
2281,@LowerMillsTav,Lower Mills Tavern,16-Apr,Good luck runners! #caughtindot #dorchester #bostonmarathon #bostonstrong #bostonmarathon2018 PC @PeterRiddle @CaughtDot,https://pbs.twimg.com/media/Da67tcRWAAEdaQq.jpg,No Video
2282,@josephbduda,Joe Duda,16-Apr,Can’t believe it’s been 5 years already. #BostonStrong,[],No Video
2283,@DeniseForbes,Denise Forbes,16-Apr,It was a whole lot warmer last year!  #bostonmarathon2018 #Boston2018 #BostonStrong,https://pbs.twimg.com/media/Da67lmzX0AE-YrZ.jpg,No Video
2284,@CPAruns26_2,Matt 26,16-Apr,Congrats to all of the winners as well as those that had the courage to toe the line in such terrible weather.  You all win today in my mind!  #bostonmarathon #bostonstrong #runhappy,[],No Video
2285,@girlatthegame,Girl At The Game,16-Apr,"5 years later, @gfstarr1 shares her Boston Marathon story #BostonStrong http://girlatthegame.com/2018/04/16/5-years-later/…",https://pbs.twimg.com/media/Da67e9sUMAEx0uC.jpg,No Video
2286,@salluce,No Name,16-Apr,Such an amazing read #BostonStrong #BostonMarathon https://twitter.com/iamjoonlee/status/985890550262976512…,[],No Video
2287,@BluegrassLayne,Rachel Layne Balboni,16-Apr,Such a great moment! To think she was feeling like she would drop out...then waited for @ShalaneFlanagan at the porta potty...then WINS!!! #BostonStrong #USAforTheWin,[],No Video
2288,@erica_ziel_wall,Erica Wall,16-Apr,@karagoucher and @laurenfleshman this is your victory too. Thanks for everything you’ve done for all  girls who grew up as distance runners. #bostonmarathon2018 @des_linden #BostonStrong,[],No Video
2289,@salluce,No Name,16-Apr,"Incredible, thanks for putting this together @iamjoonlee really great work #BostonStrong #BostonMarathon",[],No Video
2290,@aliontheair,Ali MacLean,16-Apr,Good luck to all the runners today. Happy Patriots Day. #bostonstrong #BostonMarathon,[],No Video
2291,@ForeverEntert,Forever Entertainment S,No Date,No Tweet Contents,https://pbs.twimg.com/amplify_video_thumb/1674732339883065344/img/R0Oe-gwX1tX9vWZ3.jpg,https://pbs.twimg.com/amplify_video_thumb/1674732339883065344/img/R0Oe-gwX1tX9vWZ3.jpg
2292,@homebaseprogram,Home Base,16-Apr,More #MondayMotivation via the @BostonGlobe ! http://bostonglobe.com/opinion/2018/04/15/dear-boston-your-spirit-and-caring-empowered/vc8J2KvWrIvLNlfpLTklnJ/story.html… #BostonStrong,[],No Video
2293,@Tara_Boston,No Name,16-Apr,We are at Coolidge Corner cheerinv Boston Marathon Runners on Patriot's Day! 2 miles to Go! #BostonMarathon #BostonStrong #bostonmarathon2018 #PatriotsDay,https://pbs.twimg.com/media/Da66XjgW0AAocC0.jpg,No Video
2294,@DARollins,Rachael Rollins,16-Apr,Congratulations @Des_Linden — first American woman since 1985 to win the #BostonMarathon! We are all #BostonStrong,[],No Video
2295,@RoadTrailRun,No Name,16-Apr,Desi Finishes!  For the win! #bostonstrong @brooksrunning coffeebylt @ The Lenox Hotel - Boston https://instagram.com/p/Bho64RDFNI4/,[],No Video
2296,@abpframework,No Name,No Date,No Tweet Contents,https://pbs.twimg.com/media/GAAxtFBW8AAvvhH.jpg,No Video
2297,@ChrisGem65,No Name,16-Apr,Be proud! #BostonStrong #BostonMarathon2018 ,https://pbs.twimg.com/media/Da6327QUMAAkTlG.jpg,No Video
2298,@AprilAire,No Name,No Date,No Tweet Contents,https://pbs.twimg.com/media/F_9jeZwXcAALnEh.jpg,No Video
2299,@TQuinn_4,Tyler Quinn,16-Apr,I’m officially dating Wonder Woman... or the flash is a female. This is insane and I can’t even keep up @AlexisLynne #bostonmarathon #bostonstrong,https://pbs.twimg.com/media/Da65-QNXcAUzXWu.jpg,No Video
2300,@DavidMBresnahan,Dave BresnahanLDS Missionary,16-Apr,"I'm not in #Boston today, but #Bostonisinme! I wish I was even though the #weather here is better than the weather there.  #BostonStrong #MarathonMonday #BostonMarathon #PatriotsDay",https://pbs.twimg.com/media/Da651zNU0AEe7oi.jpg,No Video
2301,@SusanClerke,Susan G,16-Apr,"When even people on the BAA vehicles are being treated for hypothermia, conditions are horrible. Stay safe, everyone! #BostonMarathon #BOSTONSTRONG",[],No Video
2302,@ChrisGem65,No Name,16-Apr,#Fantastic win #BostonMarathon #BostonStrong Congrats Yuki  https://twitter.com/campHonolulu/status/985923519988027392…,[],No Video
2303,@gocraigrun,No Name,16-Apr,"Now that you watched Boston, it’s time to chase it.... What do you say @UltraRunJoe you ready 
#newlifenewdreams #marathontraining #run #runner #BostonStrong #NeverGiveUp",https://pbs.twimg.com/media/Da65uWoUMAAjXBe.jpg,No Video
2304,@MacLtoons,MacLeodCartoons FB,16-Apr,My cartoon from 5 years ago. #OneBostonDay #BostonMarathon #BostonStrong @RedSox @Yankees,https://pbs.twimg.com/media/Da65tnnVMAAvAqI.jpg,No Video
2305,@D_Peaceman,Daniel Peaceman,16-Apr,"Truly inspired, motivated and proud of all the road warriors today in the #BostonMarathon for @DanaFarber #RunDFMC . Fighting the blistering cold, rain and wind: you are real heroes. #BostonStrong #Itstoocold",[],No Video
2306,@TrueNorthEvent,True North Event,16-Apr,"#bostonstrong #bostonmarathon2018 
Run for your cause, your passion, your mission, be safe and… https://instagram.com/p/BS_jQPBg3xx/",[],No Video
2307,@Hedgeye,No Name,No Date,No Tweet Contents,https://pbs.twimg.com/amplify_video_thumb/1727354392746000386/img/7lIR3V6orXjQhRhs.jpg,https://pbs.twimg.com/amplify_video_thumb/1727354392746000386/img/7lIR3V6orXjQhRhs.jpg
2308,@sullybunZ,Scott Sullivan,16-Apr,"THE STRUGGLE IS REAL!
This woman is really hurtin' on Heartbreak Hill yet she's STILL trying to run. No quit! #BostonMarathon #Boston2018 #BostonStrong #WBZ",https://pbs.twimg.com/ext_tw_video_thumb/985929303299833856/pu/img/s1nh9c6s7Wgi3HqH.jpg,https://pbs.twimg.com/ext_tw_video_thumb/985929303299833856/pu/img/s1nh9c6s7Wgi3HqH.jpg
2309,@Chris_Doherty10,Chris Doherty,16-Apr,5 years later I still get chills thinking back on that week and this moment #BostonStrong https://twitter.com/iamjoonlee/status/985890550262976512…,[],No Video
2310,@DrEricCarniol,Eric Carniol,16-Apr,"Good luck to friend running the #BostonMarathon #BostonStrong #PatriotsDay. Next year I will be in Boston and very excited. This Patriots Day, I’m in O’Hare airport dealing with flight cancellations from the crazy weather #snowday",[],No Video
2311,@NatlSportsMAP,Brian Keene,16-Apr,"This is what makes #America great! Desi Linden waited for a teammate, almost dropped out before winning 2018 #BostonMarathon #bostonstrong #racemanagement #amazingathlete #GoDesiGo @SBNation",[],No Video
2312,@ShayFitzPhotos,Shay Fitzpatrick,16-Apr,Standing in the freezing rain for a few hours is totally worth it when you get to hang out with your niece!  #BostonStrong #bostonmarathon2018,https://pbs.twimg.com/ext_tw_video_thumb/985928378959085574/pu/img/5C4-UaOyD2aeGdtQ.jpg,https://pbs.twimg.com/ext_tw_video_thumb/985928378959085574/pu/img/5C4-UaOyD2aeGdtQ.jpg
2313,@ResCo_Team,No Name,16-Apr,Congratulations to all of the runners taking part in the 122nd Boston Marathon today! #BostonStrong #Boston #BOS #lovewhereyoulive #BostonMarathon #26.2 #ResCoHomes,https://pbs.twimg.com/media/Da64rjyWAAAtQmn.jpg,No Video
2314,@klenabatched,No Name,16-Apr,Wishing the very best of luck to the Boston Marathon runners who are running today. Have fun and be safe!  #BostonMarathon #BostonStrong,[],No Video
2315,@Desirunnerr,Vemana Sotala,16-Apr,"Congrats @des_linden  you made whole country proud, 33 years drought is finally over! #BostonMarathon #BostonStrong",https://pbs.twimg.com/profile_images/1664359918365712388/XHKF4rZP_bigger.jpg,https://pbs.twimg.com/media/Da6xEdCXkAAXIae.jpg
2316,@bmgresh,Brian Gresh,16-Apr,Congrats @des_linden #hardcore #bostonstrong #BostonMarathon,[],No Video
2317,@sullybunZ,Scott Sullivan,16-Apr,"ALL HEART!
This is awesome. Check out this man, a paraplegic giving it all and not quitting while battling Heartbreak Hill at #BostonMarathon
#WBZ #Boston2018 #BostonStrong",https://pbs.twimg.com/ext_tw_video_thumb/985927697372073984/pu/img/l4QeFRBRjcqvdWff.jpg,https://pbs.twimg.com/ext_tw_video_thumb/985927697372073984/pu/img/l4QeFRBRjcqvdWff.jpg
2318,@AlexxaYR,No Name,16-Apr,Beautiful!!! #BostonStrong,https://pbs.twimg.com/media/Da630GQW0AA_eX4.jpg,No Video
2319,@andrea_mariexx,andяea maяie,16-Apr,Absolutely numb from cheering on everyone.. I can’t imagaine how these runners are feeling right now #bostonmarathon2018 #BostonStrong,[],No Video
2320,@BrianYowler,Brian Yowler,16-Apr,"You are now Des Linden, BOSTON MARATHON CHAMPION!!! #BostonMarathon #BostonStrong",https://pbs.twimg.com/media/Da2z5v8X4AAeWPw.jpg,No Video
2321,@INETeconomics,Institute for New Economic Thinking,No Date,No Tweet Contents,https://pbs.twimg.com/ext_tw_video_thumb/1729907945964761089/pu/img/cwNvVxDQ8cjM2kDA.jpg,https://pbs.twimg.com/ext_tw_video_thumb/1729907945964761089/pu/img/cwNvVxDQ8cjM2kDA.jpg
2322,@HudsonFasteners,Hudson Fasteners,16-Apr,Congratulation to Des Linden for being the first U.S. woman to win the @bostonmarathon since 1985! #BostonStrong,[],No Video
2323,@racheldewan,Rachel Dewan,16-Apr,"It’s always so hard to work on @bostonmarathon day... you got this, friends!!  #bostonstrong #bostonmarathon #runTO",https://pbs.twimg.com/media/Da63y0wVAAAb8-7.jpg,No Video
2324,@_SocialLinks_,Social Links,No Date,No Tweet Contents,https://pbs.twimg.com/media/FmrZRHYWAAY4Isn.jpg,No Video
2325,@Jake_Hausauer,Jake Hausauer,16-Apr,Shout out to the USA ladies taking 6 of the top 7 spots at the Boston Marathon! #BostonStrong ,[],No Video
2326,@Mikeyhannon55,Michael Hannon,16-Apr,F-ing hate autocorrect. #BOSTONSTRONG,[],No Video
2327,@LeslieMarshall,Leslie Marshall,16-Apr,"#MarathonMonday #bostonmarathon2018 #bostonstrong good luck to all the runners today? So proud of my city coming together and showing the world what strength and love and unity are. Like the song says ""aww Boston you're my home! "" #Boston2018",[],No Video
2328,@bostonchamber,Boston Chamber,16-Apr,"We are INSPIRED by today’s runners, PROUD of our city for coming together to celebrate this amazing event, and THANKFUL to all law enforcement and first responders out there keeping Boston safe today and every day. #BostonStrong #boston2018 @bostonmarathon",[],No Video
2329,@PsychDenver,Justin Ross,16-Apr,"Such an amazing show of #grit & #mentaltoughness by everyone at today’s @bostonmarathon, especially the winners, @des_linden & Yuki Kawauchi. Congrats to everyone out there braving some nasty conditions. #bostonmarathon #BostonStrong #runchat. #SeeYouIn2019 #TogetherForward",[],No Video
2330,@kgreeley,Kate Elizabeth,16-Apr,Especially today! Proud of every single run who crossed that start line- an accomplishment in itself!!!  #yougotthis #marathonmonday #bostonstrong #allheart #allfaith,https://pbs.twimg.com/media/Da63ChbUwAAl561.jpg,No Video
2331,@nocachyname,Steven Liu,16-Apr,In honor of the marathon today #BostonStrong #AmericaRunsOnDunkin,https://pbs.twimg.com/media/Da63CBWUMAI3g7X.jpg,No Video
2332,@thejamminjason,Jason Taylor,16-Apr,Yes yes yes #bostonstrong. #MAGA,https://pbs.twimg.com/media/Da6vFO4VQAEo8v_.jpg,No Video
2333,@mlnedeau,Mary Lou Nedeau,16-Apr,"#brokenheartie #BostonStrong and yes, I am aware that is BOSTON. Yesterday was the anniversary of the marathon bombing.",[],No Video
2334,@ElPelonTaqueria,El Pelon Taqueria,16-Apr,Rounds of applause to @MarcelEricHug for his 4th consecutive win and 5th in 6 years in the men’s #wheelchair division! #bostonstrong,[],No Video
2335,@BubbasBullys,No Name,16-Apr,"Congrats to Patrick Downs, Scott Magoon and all the Boston Marathon runners #BostonStrong  https://boston.com/news/local-news/2018/04/01/jessica-kensky-patrick-downes-talk-new-childrens-book-rescue-and-jessica…",[],No Video
2336,@OnyxBoox,ONYX BOOX,No Date,No Tweet Contents,https://pbs.twimg.com/media/F_GtN_FasAAgrG_.jpg,No Video
2337,@frankmsontag,Frank M Sontag,16-Apr,@bostonmarathon Just watched the finish of the Boston Marathon. Absolutely incredible! Huge congrats to the two winners. #bostonstrong,[],No Video
2338,@Mattkirmse,Matthew Kirmse,16-Apr,Marathon Monday is wet & rainy! Dad is through 13 miles! #Boston2018 #BostonMarathon #BostonStrong,https://pbs.twimg.com/media/Da62lrvV4AAxZNh.jpg,No Video
2339,@MediaBossTV,No Name,16-Apr,"We could not be more proud of this year’s #6milemoment ! Thank you, @Mayor_Spicer for cheering on the participants with us! Our CEO @ErinEHayes love this #selfie ! #BostonStrong #bostonmarathon",https://pbs.twimg.com/media/Da60D-AVwAUV83s.jpg,No Video
2340,@DeniseForbes,Denise Forbes,16-Apr,It’s April 16th- enough already!  They are running the #BostonMarathon for G-d sake!  #whenisspring???   #BostonStrong,https://pbs.twimg.com/media/Da62TGGX4AALYTc.jpg,No Video
2341,@KimMilesinHeels,Miles in Heels,16-Apr,"If you are feeling sorry for yourself today for any reason, tune into @wbz  to be inspired by the insanely inspiring runners and differently abled competitors of @bostonmarathon THESE ATHLETES ARE INCREDIBLE. #BOSTONSTRONG",[],No Video
2342,@MAGovArchive,Charlie Baker,16-Apr,"Also congratulations to Yuki Kawauchi, the first Japanese man to win since 1987! So proud of all the runners who took on Mother Nature and are battling through to the Finish Line. You are all #BostonStrong. #BostonMarathon #TogetherForward",https://pbs.twimg.com/media/Da62GeJVQAAhf2m.jpg,No Video
2343,@sullybunZ,Scott Sullivan,16-Apr,"PATRICK DOWNES
An emotional Patrick Downes, a Boston Marathon bombing survivor, talks to @davidwade about returning to course after finishing the hand cycle race. #WBZ #BostonMarathon #BostonStrong #Boston2018",https://pbs.twimg.com/ext_tw_video_thumb/985925403389837312/pu/img/nCdpt_8il1gR1tTB.jpg,https://pbs.twimg.com/ext_tw_video_thumb/985925403389837312/pu/img/nCdpt_8il1gR1tTB.jpg
2344,@TheOnlineMom,Monica Vila,16-Apr,"Rooting today for all the runners in the #bostonmarathon2018 but especially JQLouise running it for the first time -> http://bit.ly/2JNmaln
#BostonStrong",[],No Video
2345,@thakid_9,No Name,16-Apr,Shoutout to everyone running in the Marathon today #BostonStrong,[],No Video
2346,@Dewdropfairy2,No Name,16-Apr,Please support @Project_Hope today! We are so proud of our runners! #bostonmarathon2018 #BostonStrong #TogetherForward https://crowdrise.com/o/en/campaign/projecthopeincboston2018…,[],No Video
2347,@tarynupthetee,TARYN ARIANA,16-Apr,@Sksambu proud of you friend!! #BostonStrong,[],No Video
2348,@Boston_Rooney,James E,16-Apr,Congratulations to all of today’s #bostonmarathon2018 runners! Amazing to see our city come together - even in terrible New England weather - to cheer on these athletes and show what it means to live in and love #Boston. #BostonStrong,[],No Video
2349,@Maddy_Lynn94,Madison Roy,16-Apr,Happy Marathon Monday #BostonStrong,[],No Video
2350,@guzfy_com,No Name,No Date,No Tweet Contents,https://pbs.twimg.com/amplify_video_thumb/1702599585921654785/img/iOZHsDgtJm1ewce8.jpg,https://pbs.twimg.com/amplify_video_thumb/1702599585921654785/img/iOZHsDgtJm1ewce8.jpg
2351,@violacay,Sharon Reilly,16-Apr,"These people are bad ass. 
-
-
-
#marathon #baa #bostonstrong https://instagram.com/p/Bho4aKoB6F_/",[],No Video
2352,@raghavprao,Raghav Rao,16-Apr,"The city, The Pride !!! #BostonStrong #BostonMarathon #Home #ChestnutHill #DownStairs",https://pbs.twimg.com/media/Da61cgJW4AAGYs3.jpg,No Video
2353,@queenadalite,No Name,16-Apr,"I was packing to move back home after working in Boston 5yrs...watching a local station LIVE and saw the explosions.  People from the hospital I worked at were running.  It was an intensely shocking event & the stories were heart breaking.
Then came #BostonStrong #BostonMarathon",https://pbs.twimg.com/tweet_video_thumb/Da6yUrxXUAA2LYM.jpg,https://pbs.twimg.com/tweet_video_thumb/Da6yUrxXUAA2LYM.jpg
2354,@hellofitnessjen,No Name,16-Apr,Congrats to Des Linden!! #bostonmarathon #USA #bostonstrong https://instagram.com/p/Bho4T3qlBHH/,[],No Video
2356,@FITNESSlindsey,Lindsey Emery,16-Apr,"I’m not going to pretend that Josie understands what a big deal this was, but watching her cheer @des_linden on to the @bostonmarathon finish line, after miles (& years) of hard work, grit, strength & grace-1st American woman to win in 33 yrs-was a big freakin deal. #BostonStrong",https://pbs.twimg.com/media/Da60s7KUwAEuHb5.jpg,No Video
2357,@jackie1124,No Name,16-Apr,She did amazing! She won after slowing down to help @ShalaneFlanagan The weather conditions were less than ideal and the she powered through! Congrats @des_linden you are an inspiration to women everywhere. #MarathonerLife #BostonStrong,[],No Video
2358,@FirstRun,First Run Features,16-Apr,"#Celebrate the #bostonmarathon2018 by watching our inspiring #documentary BOSTON!

Catch it on #DVD today: http://bit.ly/2vkda3H
#independentfilm #bostonmarathon #BostonStrong #running #runners",https://pbs.twimg.com/media/Da6ztEgXUAAU4Nj.jpg,No Video
2359,@themumoirs,Jessica B,16-Apr,Amazing to watch Des Linden take #BostonMarathon today! #MarathonMonday is such a special day in Boston and I'm excited I got to share a piece of it today with our littlest man! #BostonStrong,https://pbs.twimg.com/tweet_video_thumb/Da6r22JWkAAvUaB.jpg,https://pbs.twimg.com/tweet_video_thumb/Da6r22JWkAAvUaB.jpg
2360,@divyamani,Divya Mani,16-Apr,SO much admiration for those braving the today's weather today -- truly #BostonStrong!,[],No Video
2361,@garybonfante,Gary Bonfante,16-Apr,Love this race! #BostonStrong,https://pbs.twimg.com/profile_images/1664359918365712388/XHKF4rZP_bigger.jpg,No Video
2362,@sullybunZ,Scott Sullivan,16-Apr,"MEN'S MARATHON WINNER
#Japan Yuki Kawauchi raises the #BostonMarathon winner's trophy 
#Boston2018 #BostonStrong #WBZ",https://pbs.twimg.com/ext_tw_video_thumb/985923486555127808/pu/img/4zPL0qxSNE8hQXOJ.jpg,https://pbs.twimg.com/ext_tw_video_thumb/985923486555127808/pu/img/4zPL0qxSNE8hQXOJ.jpg
2363,@julie_cherry820,Julie Cherry,16-Apr,"@davidortiz the vibe near fenway is unreal after an american woman won the marathon. You said it best, ""this is our Fucking city, aint nobody gonna dictate our freedom"" #BostonStrong",[],No Video
2364,@CloudlandShop,No Name,No Date,No Tweet Contents,https://pbs.twimg.com/amplify_video_thumb/1728536423937245184/img/ckQlrXuM11Lfw7b6.jpg,https://pbs.twimg.com/amplify_video_thumb/1728536423937245184/img/ckQlrXuM11Lfw7b6.jpg
2365,@elastiche8rt,mery rose,16-Apr,#BostonStrong to the city where o became an adult.,[],No Video
2366,@garybonfante,Gary Bonfante,16-Apr,Superstar! #bostonmarathon2018 #BostonStrong Congratulations @MarcelEricHug,[],No Video
2367,@JCherwaiko,Jean Cherwaiko,16-Apr,@kristaduchene what an accomplishment! CONGRATULATIONS!! #BostonStrong,[],No Video
2368,@AlexaGagosz,Alexa Gagosz,16-Apr,"Those next to @BostonFire House on Boylston, family and friends cheer on their loved ones, shouting out their times #onlinejaehnigism #BostonStrong",https://pbs.twimg.com/ext_tw_video_thumb/985923192324673536/pu/img/3FngGBdOmjlJBw5O.jpg,https://pbs.twimg.com/ext_tw_video_thumb/985923192324673536/pu/img/3FngGBdOmjlJBw5O.jpg
2369,@SageTonic,Sage Tonic,16-Apr,Congratulations to everyone running in the #BostonMarathon today! We're proud to be #BostonStrong,https://pbs.twimg.com/media/Da6zxWaW4AADfAV.jpg,No Video
2370,@RhinoCannonArt,Rhiannon Swyers,16-Apr,"Having a Facebook Marketplace sale for Marathon Monday!
Comment 15 and I will give you %15 of the original price
https://facebook.com/marketplace/selling…
http://rhiannonbethanydesigns.com/blog
#marathonmonday #boston #bostonstrong #business #smallbusiness #entrepreneur #sale #jewelry #handmade #blog #blogger",[],No Video
2371,@sherrisnelling,Sherri Snelling,16-Apr,"Celebrating #PatriotsDay today in honor of my ancestor Jonathon Chapman who was one of Paul Revere's riders to sound the Lexington Alarm #ProudAmerican #RevolutionaryWar #Freedom & Honoring #BostonStrong 2013 first responders, survivors #BostonMarathon",https://pbs.twimg.com/media/Da6zgdrVMAEgxMF.jpg,No Video
2372,@BizAnyio,No Name,No Date,No Tweet Contents,https://pbs.twimg.com/media/F9eD73GXIAA7LFW.jpg,No Video
2373,@Rebekahs_Angels,s Angels,16-Apr,Congrats @des_linden!!!! #BostonStrong #BostonMarathon https://twitter.com/onlyinbos/status/985918428589551622…,[],No Video
2374,@bowiefan,Christine Monaco,16-Apr,"#BostonStrong 5 Years After ‘This Is Our F--king City!’: 

http://bleacherreport.com/articles/2768345-the-oral-history-of-this-is-our-f-king-city…",[],No Video
2375,@CaitlynC12,caitlyn colombi,16-Apr,love that dirty water  #BostonStrong @ Boston Marathon https://instagram.com/p/Bho3bHWhEpp/,[],No Video
2376,@jmpaquette,Jessica Paquette,16-Apr,"Always just in complete awe of all of these amazing athletes. #bostonmarathon #bostonstrong
",[],No Video
2377,@sarahlbee23,No Name,16-Apr,Happy Marathon Monday! Good luck to all the runners. #MarathonMonday #BostonMarathon #BostonStrong ,[],No Video
2378,@chris_milo30,Christopher Milo,16-Apr,Very proud of my main man @Cesar_Sanchez09 who is participating in today's @bostonmarathon ! #Vamosss #BostonMarathon #BostonStrong ,[],No Video
2379,@sullybunZ,Scott Sullivan,16-Apr,"DESI LINDEN!
2018 #BostonMarathon winner @des_linden talks to @davidwade after becoming first US woman to win Boston since 1985. #WBZ #BostonStrong #Boston2018",https://pbs.twimg.com/ext_tw_video_thumb/985921768224243714/pu/img/jkFdqe_FGdD07Ifl.jpg,https://pbs.twimg.com/ext_tw_video_thumb/985921768224243714/pu/img/jkFdqe_FGdD07Ifl.jpg
2380,@bylaurarose,Laura Rose,16-Apr,"Wow. @des_linden just said she wasn't sure she was going to finish the race. Then she WON. That's what happens when you keep going, even when your mind is saying no. Never give up. #BostonStrong",[],No Video
2381,@Mtierney28,Meghan Tierney,16-Apr,Happy Marathon Monday to all the marathon runners. This is one day I hate not being in Boston! #BostonStrong ,[],No Video
