Unnamed: 0,TwitterHandle,Name,Date,TweetContent,ImageUrls,VideoUrls
381,@police_boston,Boston Police Detectives Benevolent Society,19-Apr,"8 years ago today, our members, fellow officers, and other Law Enforcement partners successfully ended a days long manhunt for the terrorists who attacked our Marathon. In a time where our city stands so divided, let us remember what it means to be #BostonStrong.",https://pbs.twimg.com/media/EzW7OgIVkAMj2J1.jpg,No Video
382,@sharpshel,Shelly Sharp,19-Apr,Nate Eovaldi really ran a 10K in honor of the #BostonMarathon today. #BostonStrong #PatriotsDay #DirtyWater,[],No Video
383,@RhapsodysBIues,s Wicked Photography,19-Apr,They even get commemorative daffodils.  #BostonStrong,https://pbs.twimg.com/ext_tw_video_thumb/1384156762849251331/pu/img/FegTAML1kkitl3Gt.jpg,https://pbs.twimg.com/ext_tw_video_thumb/1384156762849251331/pu/img/FegTAML1kkitl3Gt.jpg
384,@smars319,No Name,19-Apr,Red Sox Win!!! #DirtyWater #bostonstrong,https://pbs.twimg.com/media/EzW3FF9VcAIJZFN.jpg,No Video
385,@thenickgalle,Nick Galle,19-Apr,"Garrett Whitlock continues to impress out of the bullpen. 

Through 4 appearances this season, he’s been stunning:

9.0 IP, 3 H, 0 ER, 0 BB, 11 K

You also don’t need to be a math major to realize that’s an ERA of 0.00. 

#RedSox | #DirtyWater | #BostonStrong | #MLB",https://pbs.twimg.com/media/EzW2ksXVEAg32L9.jpg,No Video
386,@MLBEmily,No Name,19-Apr,It’s illegal for the @RedSox to lose on #PatriotsDay  #BostonStrong #DirtyWater,https://pbs.twimg.com/tweet_video_thumb/EzW17dYVoAE29mA.jpg,https://pbs.twimg.com/tweet_video_thumb/EzW17dYVoAE29mA.jpg
387,@stickermule,Sticker Mule,No Date,No Tweet Contents,https://pbs.twimg.com/media/F1kRlDQXwAIgvJk.jpg,No Video
388,@StoolBoston,No Name,19-Apr,"Happy Marathon Monday, today is for you Boston! #bostonstrong @RedSox",https://pbs.twimg.com/media/EzW0fmzUYAk3DwL.jpg,No Video
389,@Levitt_Matt,Matthew Levitt,19-Apr,Today is #PatriotsDay.  8 yrs ago al-Qaeda inspired terrorists bombed the #BostonMarathon & 2 yrs later I served as an expert witness at the #Tsarnaev trial. Tsarnaev was convicted & the 125th marathon will be run in Oct due to COVID. #BostonStrong,https://pbs.twimg.com/media/EzWyrs5VEAEdcqh.jpg,No Video
390,@scooperon7,Steve Cooper,19-Apr,I ran 6...he ran 26..caught up with Dave McGillivray this AM while he was running his 49th Patriot’s Day Marathon..(okay I did run 20 on Saturday) #BostonStrong #7News,https://pbs.twimg.com/media/EzWo-2HUcAUQp3l.jpg,No Video
391,@MassBrewBros,Brew Bros,19-Apr,"The @TimeOutBoston venue in The Fenway is reopening this May and is hiring for barbacks, bartenders, and Market Ambassadors

Details Here: https://bit.ly/32rfMdM
#BostonStrong
#TimeOutMarket",[],No Video
392,@WhatTheHylton,Joshua Hylton,19-Apr,This is definitely a “#BostonStrong” type of performance from the Sox today!,[],No Video
393,@JJfromMA,No Name,19-Apr,"Boston, you’re my home  #PatriotsDay #BostonStrong",https://pbs.twimg.com/media/EzVvwoTVEAIS8e2.jpg,No Video
394,@DrMelisLov,Melissa Lovitz,19-Apr,Ran a very consistent and easy 2.62 miles this morning to celebrate #MarathonMonday. #bostonruns #runboston #BostonMarathon #BostonStrong,https://pbs.twimg.com/ext_tw_video_thumb/1384192372976746507/pu/img/qnNR3qD4RAXOXQX3.jpg,https://pbs.twimg.com/ext_tw_video_thumb/1384192372976746507/pu/img/qnNR3qD4RAXOXQX3.jpg
395,@johnswart,John Swart,19-Apr,Nice to be back at Fenway Park. 19 months to the day since my last game. #patriotsday #redsox #bostonstrong,https://pbs.twimg.com/media/EzWjDJsVcAs4mBY.jpg,No Video
396,@LanceRReynolds_,Lance Reynolds,19-Apr,I can’t believe this happened 15 years ago today. I can’t believe I was just 9 years old when this happened. What a memory. #PatriotsDay #BostonStrong https://m.youtube.com/watch?v=YpwgSzm548Y&feature=youtu.be&fbclid=IwAR0BVXsPl9WgS8ATblSxqaty8jiWa8zCBzsbwX6vWx7miOEOk34Hrni2PgY…,[],No Video
397,@ArielPrezEstve5,Ariel Pérez Estévez,19-Apr,B-strong...#NeverForget #DirtyWater #BostonStrong,https://pbs.twimg.com/media/EzVvwoTVEAIS8e2.jpg,No Video
398,@ThePompousJoker,𝓡𝓮𝓷 𝓐𝓶𝓪𝓶𝓲𝔂𝓪,19-Apr,We kinda need a Laundry cart #RedSox #PatriotsDay #BostonStrong #CWSvsBOS,[],No Video
399,@bcmcgcav,Beth McGinnis,19-Apr,"What #MarathonMonday and #PatriotsDay in Boston are all about—persistence, grit, effort, support, and family. #BostonMarathon #Massachusetts #BostonStrong #CavyStrong",https://pbs.twimg.com/media/EzWf5AsVoAMtt9P.jpg,No Video
400,@CWaterfield23,Cameron Waterfield,19-Apr,Never forget.#BostonStrong,https://pbs.twimg.com/media/EzWOfrfVUAk0XLg.jpg,No Video
401,@chrisburns2390,Chris Burns,19-Apr,This video will forever give me chills. In very few words David Ortiz sends Fenway into a roar. #PatriotsDay #BostonStrong #RedSox,https://pbs.twimg.com/ext_tw_video_thumb/957719188163866624/pu/img/X-GEljktgXy6cnoW.jpg,https://pbs.twimg.com/ext_tw_video_thumb/957719188163866624/pu/img/X-GEljktgXy6cnoW.jpg
402,@ThePompousJoker,𝓡𝓮𝓷 𝓐𝓶𝓪𝓶𝓲𝔂𝓪,19-Apr,"Ahhh, seems Giolito isn’t a Morning Person. Shame. #RedSox #WhiteSox #CWSvsBOS #Giolito #PatriotsDay #BostonStrong",https://pbs.twimg.com/media/EzWUvxeVUAYuQhu.jpg,https://pbs.twimg.com/media/EzWUvxeVUAYuQhu.jpg
403,@redsoxdad,Dave Dudek,19-Apr,entered!! #fingerscrossed #myfavoritejersey #bostonstrong,[],No Video
404,@DavidMBresnahan,Dave BresnahanLDS Missionary,19-Apr,#PatriotsDay and it's a beautiful day for the #BostonMarathon We remember those who were injured and lost their lives. #BostonStrong,https://pbs.twimg.com/media/EzWIWthUcAgYIyr.jpg,No Video
405,@amandatherose_,amanda rose,19-Apr,"your annual reminder, don't mess with Boston 
#PatriotsDay #BostonStrong",[],No Video
406,@jenyp,No Name,19-Apr,"This City. 
#BostonStrong ",https://pbs.twimg.com/media/EzWVmP4VkAoKDQu.jpg,No Video
407,@thenickgalle,Nick Galle,19-Apr,"Lucas Giolito threw 54 pitches this morning and only got three outs. 

Seven runs on eight hits for Boston, and they have no outs here in the top half of the second. 

Happy Patriots’ Day. 
#RedSox | #DirtyWater | #BostonStrong",[],No Video
408,@afalk,Alexander Falk,19-Apr,"Patriot's Day at Fenway Park
#baseball #redsox #boston #patriots #bostonstrong
@redsox @ Fenway Park",[],No Video
409,@LeaderBank,Leader Bank,19-Apr,"Wishing you a safe and happy Patriots' Day! Today we commemorate the historic battles of Lexington and Concord, where the American Revolutionary War officially began.
#PatriotsDay #BostonStrong",https://pbs.twimg.com/media/EzWUq2oVoAwtQp5.jpg,No Video
411,@thenickgalle,Nick Galle,19-Apr,"Nathan Eovaldi gave up one run in the top half of the first, gets six from his offense in the bottom half, and comes out in the top of the second and strikes out the side. 

That’s how you pitch with a lead. 

#RedSox | #DirtyWater | #BostonStrong",[],No Video
412,@thenickgalle,Nick Galle,19-Apr,"Red Sox have ruined Lucas Giolito’s morning. 

1.0 IP, 7 H, 6 R (5 ER), 1 BB, 0 K (46 pitches)

After entering today’s game with a 2.55 ERA, he closes the first inning with an ERA of 4.82. 

#RedSox | #DirtyWater | #BostonStrong",[],No Video
413,@JStoneTrivia86,No Name,19-Apr,"246 years ago today the American Revolutionary War officially began with the Battles of Lexington and Concord. Patriots’ Day, which commemorates these historic battles, has been observed on the third Monday in April since 1969. We beat this UK Variant. #PatriotsDay #BostonStrong",https://pbs.twimg.com/media/EzWSnsAVoAUQdXq.jpg,No Video
414,@BUFsportsTODAY,No Name,19-Apr,I think we just witnessed the murder of Lucas Giolito. Why haven’t they pulled him yet? #40PitchInning #BostonStrong,[],No Video
415,@YouAlreadyKno08,Eagles SB LII CHAMPIONS,19-Apr,"“6-17, South Shore, that’s where the fam be!” 
#BostonStrong
 https://instagram.com/p/CN2lwP9rDLuWrT1s6hWLxWbubyrqz9m3PGKZKg0/?igshid=x06zysku054q…",[],No Video
416,@DittiLikesBeer,No Name,19-Apr,So glad they wore these jerseys and not the yellow ones today. Happy Patriots Day! #BostonStrong #RedSoxNation,https://pbs.twimg.com/media/EzWOfrfVUAk0XLg.jpg,No Video
417,@thenickgalle,Nick Galle,19-Apr,"Hernández: HR
Verdugo: 1B
Martinez: 1B
Devers: 1B, RBI

Not a bad start for the Boston Red Sox here on Patriots’ Day. 

#RedSox | #DirtyWater | #BostonStrong",[],No Video
418,@GethinCoolbaugh,Gethin Coolbaugh,19-Apr,We aren’t back to “normal.” But as one famous former Bostonian liked to say... “We’re still here.” #PatriotsDay #DirtyWater #BostonStrong #ThisIsOurCity #WereStillHere,https://pbs.twimg.com/media/EzWMxiYUYAwefc3.jpg,No Video
419,@BRobertSchultz,Bells On Bobtail Ring,19-Apr,Patriots Day means morning baseball in Boston and reasonable time baseball in London. #BostonStrong @RedSox,https://pbs.twimg.com/media/EzWM_oHVUAMP07k.jpg,No Video
420,@brothers_evans,Evans Brothers Consulting,19-Apr,Happy Patriots' Day Boston! #BostonStrong #security #consulting,https://pbs.twimg.com/media/EzWMRkRVEA8H89m.jpg,No Video
421,@datakitchen_io,DataKitchen IO,19-Apr,"It may not be #MarathonMonday, but (as a Cambridge-based startup) we certainly wish all of those in the Commonwealth of Massachusetts a #HappyPatriotsDay! 

Looking forward to the #BostonMarathon later this fall 
#BostonStrong",https://pbs.twimg.com/media/EzWLnIuUYAAevTw.jpg,No Video
422,@MarmarHoopstar1,No Name,19-Apr,4 lineups I’m rolling for #Fanduel #MLB Morning single game #PatriotsDay #BostonStrong slate,https://pbs.twimg.com/media/EzWLMlVVEBIA6_4.jpg,No Video
423,@ShafikIslam,Shafiqul Islam,19-Apr,"Another year without #BostonMarathon 

Hopefully, end is near.

Let us remember #BostonStrong",https://pbs.twimg.com/media/EWEaMIdWoAUx7Bc.jpg,No Video
424,@Andrew_Farris,Lance Farris,19-Apr,Morning baseball today.. #PatriotsDay #BostonStrong,https://pbs.twimg.com/tweet_video_thumb/EzWJkk1VkAczf67.jpg,https://pbs.twimg.com/tweet_video_thumb/EzWJkk1VkAczf67.jpg
425,@HaikuInc_,No Name,No Date,No Tweet Contents,https://pbs.twimg.com/media/FrNSW_pXgBw7-At.jpg,No Video
426,@ronnieisrunning,Ron McCracken,19-Apr,"https://youtu.be/0c5zoqyqWCY 7,957 days in a row. Really miss running the #BostonMarathon on #PatriotsDay #BostonStrong #Boston #running @bostonmarathon @runnersworld @saucony @adidasrunning @oofos @WBZmarathon @TEDTalks @bostonherald @BostonGlobe @Marathon_Sports @baa @espn",https://pbs.twimg.com/card_img/1727679055904870400/7Q9ZNSha.jpg,No Video
427,@campbelld77,Campbell Donovan,19-Apr,"Happy Patriots Day Boston, I love you. #BostonStrong",[],No Video
428,@BSmile,Baseball by BSmile,19-Apr,There's morning baseball today at Fenway Park! Chicago #WhiteSox vs. Boston #RedSox - 11:10 AM (ET) #MLB #PatriotsDay #BostonStrong,https://pbs.twimg.com/media/EzVvwoTVEAIS8e2.jpg,No Video
429,@13LittleBit40,Liz Marie,19-Apr,I  Boston. #PatriotsDay #BostonStrong,https://pbs.twimg.com/media/EzWCYJbUcAoFKH8.jpg,No Video
430,@richardrabbat,Richard Rabbat,19-Apr,The ladies on Commonwealth mall got a flowery present in the form of daffodils  #BostonStrong,https://pbs.twimg.com/media/EzWCBlvUcAcAa0a.jpg,No Video
431,@waynenicholas84,Wayne Lopes,19-Apr,One of the best days of the year... happy Patriots day to my fellow Bostonians! Forever and always #BostonStrong  #PatriotsDay,https://pbs.twimg.com/media/EzWAHH3VIAIiBiz.jpg,No Video
432,@JtBusco,JT Busco,19-Apr,Never forget #BostonStrong,[],https://pbs.twimg.com/tweet_video_thumb/EzWAAdXVgA0pBjC.jpg
433,@sportstheorypod,The Sports Theory Podcast,19-Apr,"Red Sox attempt to bounce back from yesterday’s DH sweep today vs the White Sox. Good pitching matchup today, Eovaldi vs Giolito. 11am first pitch. #PatriotsDay #BostonStrong",[],No Video
434,@ViyadaThaiSpa,Viyada Thai Spa,19-Apr,"Viyada Thai Spa  is proud to be on the #B_Local app! Download today and learn about the small businesses across Boston. We can’t wait to welcome you! https://colu.com/b-local/
#Boston #BostonStrong #Massachusetts",https://pbs.twimg.com/media/EzV_pv5VoAYxJmf.jpg,No Video
435,@HeroWarsWeb,Hero Wars,No Date,No Tweet Contents,https://pbs.twimg.com/amplify_video_thumb/1727975306621771776/img/ao_QnzRwhWrn2QBd.jpg,https://pbs.twimg.com/amplify_video_thumb/1727975306621771776/img/ao_QnzRwhWrn2QBd.jpg
436,@JLEmployment,No Name,19-Apr,"Happy Patriots’ Day! Although the Boston Marathon is usually held on this day, it has been rescheduled to October 11th. We are looking forward to cheering everyone on in the fall. #PatriotsDay #marathon #Monday #Boston #BostonStrong #holiday",https://pbs.twimg.com/media/EzV_kiTVoA0qhqe.jpg,No Video
437,@Katz_SeaportBOS,Aaron Katz,19-Apr,Happy Patriot’s Day from the AT&T Boston Seaport Leadership! @seaportbos @suarezvp1 @BaezYasmine @JPotter24 @keroninc @TheRealOurNE #PatriotsDay #BostonStrong #BostonMarathon,https://pbs.twimg.com/media/EzV5EJLUUAIQ2mD.jpg,No Video
438,@Ticketsdotcom,No Name,19-Apr,Happy Patriots Day Boston! #PatriotsDay #Boston #BostonStrong,https://pbs.twimg.com/media/EzVvwoTVEAIS8e2.jpg,No Video
439,@BTD_Sports,Behind the Dish Sports,19-Apr,"Happy Patriots Day!
#BostonStrong",https://pbs.twimg.com/media/EzV4J3lVkAwg--a.jpg,No Video
440,@tre4smith,No Name,19-Apr,Happy Patriots Day everyone remember this is our city!!#PatriotsDay #BostonStrong #MarathonMonday,https://pbs.twimg.com/media/EzVxx9nUYAUuRt8.jpg,No Video
441,@Tim_Moran39,Tim Moran,19-Apr,Happy #MarathonMonday #BostonStrong,[],No Video
442,@GershOnline,Gershon Rabinowitz,19-Apr,A New England tradition. #BostonStrong,[],No Video
443,@janconwaytwitty,No Name,19-Apr,Brunch baseball!  #PatriotsDay #BostonStrong,[],No Video
444,@therealjstone15,Jordan Markstone,19-Apr,"“This is our fucking city, no one is going to dictate our freedom.....stay strong” #BostonStrong",https://pbs.twimg.com/media/EzV0P6EVcAUgrGF.jpg,No Video
445,@tsasmattyp,Matty P,19-Apr,"Patriots Day in Boston, love this day and love watching the @RedSox first pitch at 11:10am. #BostonStrong",[],No Video
446,@stickermule,Sticker Mule,No Date,No Tweet Contents,https://pbs.twimg.com/media/F_JVD5yX0AAV9hM.jpg,No Video
447,@TrashTalk_Media,TrashTalk Sports,19-Apr,"On this day, we all come together to become #BostonStrong!",[],No Video
448,@JamieGatlin17,Jamie Gatlin,19-Apr,Happy Patriots Day to all of my fellow Bostonians. It’s one of the best days of the year and there is baseball at 11 AM. Always #BostonStrong ,https://pbs.twimg.com/media/EzVznDpVkAEroWB.jpg,No Video
449,@ProfMJansen,Michaela Jansen,19-Apr,New kicks w/ slacks. #BostonStrong #PatriotsDay #AcademicMentalHealth #MedTwitter,https://pbs.twimg.com/media/EzVykY_VUAshqwT.jpg,No Video
450,@DNBernsteinMD,David N,19-Apr,"Happy #PatriotsDay!

Growing up, this was one of the best days of the year: 
1) No school
2) #RedSox baseball starting at 11 AM
3) Excitement around the #BostonMarathon (ready for Oct 11th for this year's #MarathonMonday!)

Can't beat the passion of this city. #BostonStrong",https://pbs.twimg.com/media/EzVr1JUUYAo8gJM.jpg,No Video
451,@CaseyRuff,Casey Ruff,19-Apr,"Listening to ""Earning The Right with Boston Marathon Organizer Dave McGillivray! 086"" at  https://buzzsprout.com/1244183/8268557 @DMSE @DMSESports @bostonmarathon @WorldMarathon77 @JMBHF @BAA #boston #bostonstrong #bostonmarathon #earntheright #teamhoyt #marathon #dreambig",[],No Video
452,@KevinIacoviello,Kevin Iacoviello,19-Apr,"https://youtu.be/ZMjmUeYeTPg

Today we remember, today we never forget what took place C We because more of a family #BostonMarathon #BostonStrong #PatriotsDay",[],No Video
453,@pehota,Elizabeth Pehota,19-Apr,"Happy #PatriotsDay 
#MarathonMonday may be rescheduled to October, but I’m proudly wearing my 2020 #BostonMarathon jacket all day. Forever grateful for the resiliency and camaraderie of our city. #BostonStrong
: @kburke24 #RunPehotaRun",https://pbs.twimg.com/media/EzVpY57VUAkV_5U.jpg,No Video
454,@diana_rdrgs,Diana Rodrigues,19-Apr,"Missing #MarathonMonday again this year.  But please get your Covid shot so we can celebrate together again ASAP. @CIC_Health, @MassConvention + @USNavy are doing such a great job at the Hynes: https://vaccinesignup.mass.gov #BostonStrong ",[],No Video
455,@Twin502s,No Name,19-Apr,"Good luck to all of today’s runners @bostonmarathon and to the city of Boston, happy Patriots day! #thisisourfu%*ingcity #patriotsday #bostonstrong",[],No Video
456,@CueHealth,Cue Health,No Date,No Tweet Contents,https://pbs.twimg.com/media/F9aL_-qWgAAwqdn.jpg,No Video
457,@GourmetGangsta,No Name,19-Apr,"Marathon Monday

#BostonStrong",https://pbs.twimg.com/media/EzVcyu9VoAEiHEZ.jpg,No Video
458,@oak308,No Name,19-Apr,"Good morning  #GoSox #PatriotsDay 
#BostonStrong  #NeverForgotten ",[],No Video
459,@NewBaitShop,Andrew Osborne,19-Apr,"Eight years ago, my Somerville neighbor #SeanCollier was killed for no good reason because two idiots got radicalized by extremist crap they saw on the internet.  In honor of Officer Collier, take a moment to breathe and hope for peace in this poor, troubled world.  #BostonStrong",https://pbs.twimg.com/media/EzVXqixVoAAYtk3.jpg,No Video
460,@AgileMario,Mario Moreira,19-Apr,"For those who miss the Boston Marathon, here is a short clip that provides you the route experience. Enjoy!
https://youtube.com/watch?v=GwhD3ocXTig…
#BostonMarathon #BostonStrong #Marathon #PatriotsDay #Boston #MondayMotivation #motivation",https://pbs.twimg.com/card_img/1728239037624786944/GiFrosec.jpg,No Video
461,@RobertBGelles,Robert Gelles,19-Apr,"Eight years ago, the Boston Marathon was rocked by an act of violence. We created this tie as a fundraiser for the OneBoston Fund, aimed at helping those impacted by the event #bostonstrong #bostonmarathon #patriotsday #onebostonday #silkneckwear #givingback #bostonmassachusetts",https://pbs.twimg.com/media/EzVS7VWVEAsWwdk.jpg,No Video
462,@MARLEYGIRLMJ,No Name,19-Apr,Anatomy of a #sunrise #sunrisephotography # #sunriselover  here on the SouthShore of #Boston in #NewEngland #PatriotsDay #BostonStrong #RedSox @ Beach (Hull) https://instagram.com/p/CN2GysZDR3M/?igshid=4b2ckny047gu…,[],No Video
463,@doverrecma,Dover Parks,19-Apr,"FYI, we'll see everyone again tomorrow @doverrec, but until then, check out these fun #PatriotsDay facts @TownDover put together... 
What other interesting facts about this New England only holiday do you know???
Share in the comments!

 #BostonStrong #townofdoverma",https://pbs.twimg.com/media/EzVNssVVIAEzzXs.jpg,No Video
464,@bigcitybarry,Barry Naymark,19-Apr,Thank you @fordnation for re-opening our playgrounds allowing my son to wear his new @RedSox hat making me #fatherproud #bostonstrong #georgianbluffs,https://pbs.twimg.com/media/EzVQq2mVgAMGOWG.jpg,No Video
465,@MARLEYGIRLMJ,No Name,19-Apr,Catching that first glimpse of the  #Sunrise here on the SouthShore of #Boston in #NewEngland #LiveSalty  ⁦@RealSaltLife⁩  ⁦@WCVB⁩  #PatriotsDay #BostonStrong,https://pbs.twimg.com/media/EzVPQUqUcAUh0Ik.jpg,No Video
466,@imswimming3,Amy Vinson,19-Apr,"To all the warriors I passed on my drive in this morning

Running your hearts out for your 26.2 (or 13.1, 10 or 5)

No crowds...alone...alongside traffic...

I saw you & you inspire me. 
#BostonStrong",https://pbs.twimg.com/media/EzVNjSDVgAAW_0b.jpg,No Video
467,@johnperiktv,John Perik,19-Apr,I want to wish everyone in Massachusetts a very happy Patriots Day! Although there will be no marathon this year we still have a morning Sox game! But also remember to keep those affected by the 2013 Marathon bombings in your thoughts and prayers on this day. #BostonStrong,https://pbs.twimg.com/ext_tw_video_thumb/1384037040811958273/pu/img/_gVHkVOA4xxBoPRL.jpg,https://pbs.twimg.com/ext_tw_video_thumb/1384037040811958273/pu/img/_gVHkVOA4xxBoPRL.jpg
468,@JacquieMillett,Jacqueline Millett,19-Apr,@Raworthontherun  Patriots day 2014-one of the best running days ever. What a welcome we got that year! #BostonStrong @Camillascarlett only a mile today butin October this will be us - the last of the @WMMajors together (together-ish) and six stars for you @bostonmarathon,https://pbs.twimg.com/media/EzUNdrRVoAMYB8f.jpg,No Video
469,@ronnieisrunning,Ron McCracken,19-Apr,"https://youtu.be/dbtRUoDMrfc
7,956 days in a row. Sharing some fun from the 2017 #BostonMarathon #PatriotsDay #BostonStrong #running #Boston @WBZmarathon @bostonmarathon @DMSESports @saucony @DallasRunClub @GBTCrunning @runnersworld @BostonGlobe @bostonherald @baa",[],No Video
470,@superiorcoachng,No Name,19-Apr,We support you Matt! Great job this season. You're always supported by us! #BostonStrong,[],No Video
471,@CorbsSharpPicks,No Name,19-Apr,"Happy Patriots Day 
#BostonStrong",https://pbs.twimg.com/ext_tw_video_thumb/957719188163866624/pu/img/X-GEljktgXy6cnoW.jpg,https://pbs.twimg.com/ext_tw_video_thumb/957719188163866624/pu/img/X-GEljktgXy6cnoW.jpg
472,@VicAnitaMx,Victor MAnita Gtz,18-Apr,"Spring afternoon.

#BostonStrong #boston #coplay #bostonpubliclibrary",https://pbs.twimg.com/media/EzThwQ-VUAIZcvV.jpg,No Video
473,@ThePompousJoker,𝓡𝓮𝓷 𝓐𝓶𝓪𝓶𝓲𝔂𝓪,18-Apr,"Congratulations to this wonderful couple on their engagement! Unfortunately the Red Sox couldn’t pull the dub today but let’s win tomorrow on Patriots Day! #RedSox #engagement #DirtyWater #PatriotsDay #BostonStrong
:@NESN",https://pbs.twimg.com/ext_tw_video_thumb/1383913534359101449/pu/img/88DIYFRad4--MJVn.jpg,https://pbs.twimg.com/ext_tw_video_thumb/1383913534359101449/pu/img/88DIYFRad4--MJVn.jpg
474,@usnehal,Umbereen S Nehal,18-Apr,"I shall embrace and envelope the past, she said. 

#boston #BostonStrong #spring #SpringTime",https://pbs.twimg.com/media/EzTWN6hVEAMiKrO.jpg,No Video
475,@usnehal,Umbereen S Nehal,18-Apr,"I shall remain free no matter how you seek to capture me, she said. You are chained to your greed while travel with the wind, rivers, and earth. 

(The MA seal is *finally* getting changed instead of showing conquest & subjugation)

#boston #BostonStrong #spring #SpringTime",https://pbs.twimg.com/media/EzTVRkyVUAMxIfm.jpg,No Video
476,@usnehal,Umbereen S Nehal,18-Apr,"I shall be exuberant, she said.  

#boston #BostonStrong #spring #SpringTime",https://pbs.twimg.com/media/EzTTu3XVkAYdmIw.jpg,No Video
477,@usnehal,Umbereen S Nehal,18-Apr,"The way is wearisome, she said. Why do you begrudge me this rest? I shall inhabit crooks and crannies. 

#boston #BostonStrong #spring #SpringTime #Homeless #unhoused #housinginstability",https://pbs.twimg.com/media/EzTGWiSVcAQWTNc.jpg,No Video
478,@usnehal,Umbereen S Nehal,18-Apr,"I shall defy your boundaries for me, she said. There is no wrong way. 

#boston #BostonStrong #spring #SpringTime 

(“Out beyond ideas of wrongdoing and rightdoing,
there is a field. I’ll meet you there.” -Rumi)",https://pbs.twimg.com/media/EzTEXMQUUAA7fyI.jpg,No Video
479,@usnehal,Umbereen S Nehal,18-Apr,"I shall go it alone she said. The fast way is is not my way, not today. 

(The Red Line had just stopped) 

#boston #BostonStrong #spring #SpringTime @MBTA",https://pbs.twimg.com/media/EzTDGnvVoAIJhNZ.jpg,No Video
480,@usnehal,Umbereen S Nehal,18-Apr,"I shall light the way towards the sea, she said. 

#boston #BostonStrong #spring #SpringTime",https://pbs.twimg.com/media/EzS_neyVoAQ-RSJ.jpg,No Video
481,@usnehal,Umbereen S Nehal,18-Apr,"I shall be both shadow and light, she said. In my shade you can dream, in my illumination you can grow. 

(Okay, this is getting grandiose but grew up to a mom who quoted Byron & Ghalib. That is a Longfellow poem line inscribed) 

#boston #BostonStrong #spring #SpringTime",https://pbs.twimg.com/media/EzS-ZMNVcAMaodG.jpg,No Video
482,@usnehal,Umbereen S Nehal,18-Apr,"I shall traverse this labyrinth you built but know your gatekeeping is your weakness, not mine, she said. I shall go my way for my purpose, planting seeds as I go.

#boston #BostonStrong #spring #SpringTime @LibertyHotel @MassEyeAndEar @MassGenBrigham @MonganHealthPol @MGHCCHI1",https://pbs.twimg.com/media/EzS6Qp9VUAQFREy.jpg,No Video
483,@Solontdubb,Tim Wright,18-Apr,Congratulations Tom. Abbey is so inspirational! What a great father/daughter moment! #BostonStrong,[],No Video
484,@usnehal,Umbereen S Nehal,18-Apr,"I shall be old as stone and new as blossom, rooted as steel and effervescent as pollen, sturdy as concrete and delicate as petal, she said. Secure me as you will, but you shall not contain me. 

(@LibertyHotel used to be a jail)

#boston #BostonStrong #spring #SpringTime",https://pbs.twimg.com/media/EzS3WxjVcAUq1ls.jpg,No Video
485,@NittoTire,NITTO TIRE USA,No Date,No Tweet Contents,https://pbs.twimg.com/media/F2tyNhVaQAAwaDp.jpg,No Video
486,@RobMcNeill7,Rob McNeill,18-Apr,@markwahlberg so sorry for your loss. #bostonstrong,[],No Video
487,@diana_rdrgs,Diana Rodrigues,18-Apr,Love seeing the daffodils brightening up the @HelloGreenway. #BostonStrong #BostonSpring,https://pbs.twimg.com/media/EzSSyNEUUAIATTC.jpg,No Video
488,@sandraorios,Sandra Ordonez Rios,18-Apr,Ran my first virtual #5K of the year! It feels good to be back running on the streets of NYC #BostonStrong #BAA5K,https://pbs.twimg.com/media/EzSL5X6VkAQP9Em.jpg,No Video
489,@DoriBurke,Dori Burke,18-Apr,Yellow is not my best color but I have a hankering for one of those sweatshirts. #BostonStrong #showyourstyle,[],No Video
490,@Best_SinceDay_1,No Name,18-Apr,@Gary_Tanguay @LouMerloni nice addition to the collection #BostonStrong #FenwayFaithful,https://pbs.twimg.com/media/EzSJgq7VoAEm2En.jpg,No Video
491,@CaseyRuff,Casey Ruff,18-Apr,"New episode drops tomorrow with Dave McGillivray, organizer of the Boston Marathon! ⁦@DMSE⁩ ⁦@DMSESports⁩ ⁦@bostonmarathon⁩ ⁦@WorldMarathon77⁩ ⁦@JMBHF⁩ ⁦@BAA⁩ #boston #bostonstrong #bostonmarathon #earntheright #teamhoyt #marathon #dreambig",https://pbs.twimg.com/ext_tw_video_thumb/1383864098329284616/pu/img/QgnesSQFK11S0rBR.jpg,https://pbs.twimg.com/ext_tw_video_thumb/1383864098329284616/pu/img/QgnesSQFK11S0rBR.jpg
492,@dsmartts,Steph Samuel,18-Apr,You can support #BostonStrong and still be like  why are the @Chargers playing baseball?,[],No Video
493,@JohnnyR61105610,Johnny B Wright,18-Apr,Kids are playing guns. I won’t snitch them. Not yet. Don’t get anything yet.  #BostonStrong,[],No Video
494,@bruins4_life,No Name,18-Apr,"What's the matter, can't except the fact that #Boston is the center of the sports universe...#BostonStrong #NHLBruins #RedSoxNation #NERevsFam #BruinsFam #PatriotsNation #BostonCeltics #BOOM ",[],No Video
496,@scott_pianowski,scott pianowski,18-Apr,And obviously I'm supposed to know that. So troll as you will. Long live the yellows. #BostonStrong,[],No Video
497,@schiavonihockey,No Name,18-Apr,#BostonStrong or whatever right?,[],No Video
498,@Purple_Duckies,Ila in MEBiden DeliversLegalize Weed,18-Apr,"I am very proud of the Boston Red Sox for this tribute to the Boston Marathon. #BostonStrong means so much to this woman, originally from KY, now in ME who loves the @RedSox win or lose. I've been a fan since 1975.",[],No Video
